Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.13     43.37     0.07 37382401     0.00     0.00  Vtop___024root___ico_sequent__TOP__32__PROF__Crossbar__l565(Vtop___024root*)
  0.13     43.44     0.07 24921600     0.00     0.00  Vtop___024root___nba_comb__TOP__15__PROF__IFU__l51(Vtop___024root*)
  0.13     43.51     0.07 24921600     0.00     0.00  Vtop___024root___nba_comb__TOP__17__PROF__ICache__l99(Vtop___024root*)
  0.13     43.58     0.07 24921600     0.00     0.00  Vtop___024root___nba_comb__TOP__4__PROF__DCache__l226(Vtop___024root*)
  0.13     43.65     0.07 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__763__PROF__IDU__l37(Vtop___024root*)
  0.13     43.72     0.07 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__595__PROF__top__l613(Vtop___024root*)
  0.13     43.78     0.07 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__666__PROF__EXU__l139(Vtop___024root*)
  0.13     43.85     0.07 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__580__PROF__CLINT__l80(Vtop___024root*)
  0.13     43.92     0.07 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__587__PROF__DCache__l123(Vtop___024root*)
  0.13     43.99     0.07 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__629__PROF__ICache__l110(Vtop___024root*)
  0.13     44.06     0.07 12460800     0.00     0.00  Vtop___024root___nba_sequent__TOP__217__PROF__div__l93(Vtop___024root*)
  0.13     44.13     0.07 12460800     0.00     0.00  Vtop___024root___nba_sequent__TOP__579__PROF__WBU__l98(Vtop___024root*)
  0.13     44.20     0.07 12460800     0.00     0.00  Vtop___024root___nba_sequent__TOP__211__PROF__div__l149(Vtop___024root*)
  0.13     44.27     0.07 12460800     0.00     0.00  Vtop___024root___nba_sequent__TOP__214__PROF__EXU__l459(Vtop___024root*)
  0.13     44.34     0.07 12460800     0.00     0.00  Vtop___024root___nba_sequent__TOP__215__PROF__WBU__l112(Vtop___024root*)
  0.13     44.41     0.07 12460800     0.00     0.00  Vtop___024root___nba_sequent__TOP__432__PROF__EXU__l418(Vtop___024root*)
  0.13     44.48     0.07 12460800     0.00     0.00  Vtop___024root___nba_sequent__TOP__538__PROF__DCache__l511(Vtop___024root*)
  0.12     44.55     0.07 37382401     0.00     0.00  Vtop___024root___ico_sequent__TOP__9__PROF__DCache__l272(Vtop___024root*)
  0.12     44.62     0.07 37382401     0.00     0.00  Vtop___024root___ico_sequent__TOP__10__PROF__DCache__l111(Vtop___024root*)
  0.12     44.68     0.07 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__436__PROF__Crossbar__l569(Vtop___024root*)
  0.12     44.74     0.07 12460800     0.00     0.00  Vtop___024root___nba_sequent__TOP__576__PROF__EXU__l378(Vtop___024root*)
  0.12     44.81     0.07 12460800     0.00     0.00  Vtop___024root___nba_sequent__TOP__171__PROF__base_mul__l83(Vtop___024root*)
  0.12     44.88     0.07 12460799     0.00     0.00  pmem_read
  0.11     44.94     0.06 37382401     0.00     0.00  Vtop___024root___ico_sequent__TOP__19__PROF__DCache__l171(Vtop___024root*)
  0.11     44.99     0.06 24921603     0.00     0.00  VerilatedLockGuard::~VerilatedLockGuard()
  0.11     45.05     0.06 24921600     0.00     0.00  Vtop___024root___nba_comb__TOP__8__PROF__LSU__l49(Vtop___024root*)
  0.11     45.12     0.06 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__585__PROF__div__l73(Vtop___024root*)
  0.11     45.17     0.06 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__751__PROF__IDU__l50(Vtop___024root*)
  0.11     45.23     0.06 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__836__PROF__IDU__l28(Vtop___024root*)
  0.11     45.30     0.06 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__804__PROF__EXU__l312(Vtop___024root*)
  0.11     45.35     0.06 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__531__PROF__CLINT__l55(Vtop___024root*)
  0.11     45.41     0.06 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__601__PROF__ICache__l66(Vtop___024root*)
  0.11     45.48     0.06 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__613__PROF__LFSR_8__l12(Vtop___024root*)
  0.11     45.53     0.06 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__406__PROF__DCache__l208(Vtop___024root*)
  0.11     45.59     0.06 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__588__PROF__DCache__l125(Vtop___024root*)
  0.11     45.66     0.06 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__623__PROF__DCache__l136(Vtop___024root*)
  0.11     45.72     0.06 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__624__PROF__DCache__l135(Vtop___024root*)
  0.11     45.77     0.06 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__627__PROF__ICache__l106(Vtop___024root*)
  0.11     45.84     0.06 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__660__PROF__DCache__l140(Vtop___024root*)
  0.11     45.90     0.06 12460801     0.00     0.00  Vtop___024root___nba_sequent__TOP__532__PROF__AXI4SRAM__l49(Vtop___024root*)
  0.11     45.95     0.06 12460800     0.00     0.00  Vtop___024root___nba_sequent__TOP__481__PROF__GPR__l601(Vtop___024root*)
  0.11     46.02     0.06 12460800     0.00     0.00  Vtop___024root___nba_sequent__TOP__442__PROF__base_mul__l78(Vtop___024root*)
  0.11     46.08     0.06 12460800     0.00     0.00  Vtop___024root___nba_sequent__TOP__240__PROF__AXI4SRAM__l165(Vtop___024root*)
  0.11     46.13     0.06 12460800     0.00     0.00  Vtop___024root___nba_sequent__TOP__278__PROF__S011HD1P_X32Y2D128_BW__l25(Vtop___024root*)
